payment_key,coustomer_key,time_key,item_key,store_key,quantity,unit,unit_price,total_price
P021,C000669,T078675,I00096,S00415,2,bottles,20,40
P037,C001909,T059268,I00189,S00495,4,ct.,13,52
P013,C004426,T017927,I00118,S00657,1,ct,42,42
P039,C006108,T073052,I00230,S00585,4,pk,15,60
P039,C005366,T068772,I00023,S00495,11,cans,6.75,74.25
P023,C006312,T021213,I00138,S0097,1,ct,32,32
P015,C005338,T02103,I00102,S00616,5,tubs,16,80
P034,C002107,T045871,I00257,S00630,7,ct,21,147
P020,C001257,T079143,I00140,S00368,7,ct,29,203
P006,C005776,T061413,I00038,S00307,11,bottles,23,253
P031,C006245,T020528,I00170,S00480,7,ct.,15,105
P016,C003098,T074933,I00005,S00698,2,cans,6.75,13.5
P023,C003172,T040659,I00171,S0023,2,ct,16,32
P030,C008358,T093564,I00050,S00465,5,cans,8,40
P038,C006351,T077037,I00187,S00697,10,ct.,13,130
P019,C001055,T095688,I00028,S0096,9,cans,6.75,60.75
P009,C005968,T056051,I00062,S00271,7,cans,37,259
P018,C001349,T05047,I00260,S00242,5,ct,15,75
P019,C002939,T029625,I00219,S00424,8,ct,22,176
P026,C007387,T086661,I00120,S00166,11,ct,9,99
P017,C004906,T096229,I00149,S0085,8,ct,15,120
P025,C001439,T094204,I00036,S00331,2,cans,16,32
P033,C005372,T034452,I00045,S00395,3,cans,8,24
P035,C007228,T02547,I00028,S00262,10,cans,6.75,67.5
P003,C002094,T094435,I00049,S00177,4,cans,8,32
P001,C005636,T07283,I00073,S0062,3,bottles,20,60
P017,C007478,T074332,I00136,S00303,1,ct,19.5,19.5
P010,C008675,T044143,I00002,S00451,8,cans,6.75,54
P007,C008077,T086315,I00025,S00471,4,cans,11.5,46
P014,C004605,T08442,I00114,S00274,10,ct,44,440
P027,C007140,T044088,I00181,S00113,11,ct,26,286
P026,C004356,T081779,I00130,S00701,11,ct,14,154
P004,C004867,T059323,I00023,S0037,3,cans,6.75,20.25
P011,C006617,T092033,I00092,S00343,9,bottles,10,90
P010,C005897,T086889,I00211,S00723,10,ct.,15,150
P003,C003791,T041041,I00091,S00169,5,bottles,7.5,37.5
P039,C001259,T037642,I00142,S0019,5,ct,12.5,62.5
P038,C007115,T018802,I00117,S00197,7,ct,46,322
P024,C001263,T099910,I00152,S00365,10,bags,15,150
P014,C004790,T057594,I00017,S00292,2,cans,6.75,13.5
P003,C002378,T021989,I00061,S00287,11,cans,55,605
P014,C004603,T093372,I00074,S00175,10,bottles,20,200
P007,C003650,T075691,I00007,S00680,6,cans,6.75,40.5
P039,C004301,T038601,I00261,S00102,9,ct,33,297
P011,C005411,T087799,I00115,S00181,11,ct,53,583
P006,C003038,T080182,I00253,S00443,3,bags,21,63
P030,C001621,T04034,I00261,S00511,4,ct,33,132
P010,C000786,T030235,I00049,S00342,2,cans,8,16
P017,C007031,T054023,I00259,S00500,9,pack,26,234
P015,C002550,T091509,I00131,S00575,11,ct,14,154
P006,C002623,T033622,I00129,S0074,3,pk,18,54
P035,C001040,T052782,I00121,S00118,8,ct,17,136
P008,C003356,T030545,I00222,S00271,6,ct,12,72
P005,C008888,T058814,I00189,S00358,10,ct.,13,130
P004,C006604,T077178,I00146,S00209,1,ct,21,21
P028,C002842,T037672,I00144,S00135,6,ct,20,120
P012,C001076,T089199,I00105,S00352,1,ct,16.5,16.5
P014,C005427,T012868,I00097,S00544,4,cartons,19,76
P021,C004620,T096748,I00249,S00218,2,pack,16,32
P023,C000599,T043869,I00186,S00291,8,ct,13,104
P022,C002255,T037929,I00055,S00356,7,cans,40,280
P032,C005392,T089943,I00137,S0066,1,ct,24,24
P037,C001595,T092768,I00106,S00719,8,oz,17,136
P028,C006797,T072017,I00136,S00126,9,ct,19.5,175.5
P024,C001634,T08323,I00184,S00693,10,ct,12,120
P028,C007447,T092423,I00011,S00406,9,cans,6.75,60.75
P021,C003266,T074117,I00043,S00271,1,bottles,24,24
P004,C007479,T053654,I00107,S00269,5,oz,20,100
P003,C007480,T07655,I00008,S00713,10,cans,16.25,162.5
P029,C000318,T025275,I00163,S00251,11,bags,15,165
P036,C000849,T016844,I00155,S00491,9,bags,17,153
P010,C004707,T041742,I00251,S00268,1,oz,13,13
P006,C004200,T036832,I00262,S00319,5,ct,14,70
P023,C003863,T081408,I00063,S00446,4,cans,40,160
P008,C002343,T013219,I00218,S00254,10,ct,6,60
P016,C008336,T055727,I00199,S00586,5,ct,15,75
P023,C001279,T094467,I00121,S00122,2,ct,17,34
P010,C001946,T067727,I00186,S00556,4,ct,13,52
P026,C003044,T088291,I00166,S00694,9,bags,17,153
P027,C002878,T075973,I00070,S00722,9,bottles,17.5,157.5
P004,C007291,T039091,I00188,S00264,1,ct,14,14
P022,C002835,T071179,I00257,S00461,2,ct,21,42
P004,C000070,T027331,I00075,S0039,11,cans,15.5,170.5
P038,C004526,T085767,I00094,S00134,11,bottles,11,121
P018,C007214,T081056,I00256,S00519,7,pack,20,140
P004,C005251,T050419,I00039,S00266,4,bottles,26,104
P010,C003176,T031628,I00200,S00380,7,bars,20,140
P023,C003762,T052191,I00245,S00157,11,rolls,26,286
P023,C007523,T042522,I00216,S00440,4,ct,16.5,66
P003,C008434,T00261,I00052,S00374,7,cans,40,280
P018,C004154,T079176,I00152,S00240,4,bags,15,60
P014,C004860,T070048,I00018,S00348,11,cans,6.75,74.25
P022,C000199,T047135,I00140,S0001,1,ct,29,29
P001,C004718,T031230,I00097,S0096,7,cartons,19,133
P013,C008894,T024435,I00251,S00212,3,oz,13,39
P036,C003871,T07533,I00173,S00567,11,ct,19,209
P014,C007594,T088233,I00210,S00102,9,ct,15,135
P011,C002279,T045129,I00261,S00386,10,ct,33,330
P014,C000576,T02740,I00237,S00582,8,ct,16,128
P018,C002905,T09895,I00089,S00401,6,bottles,9,54
P003,C000563,T018379,I00263,S00545,5,Ct,14,70
P021,C007997,T052986,I00176,S0024,8,ct,19,152
P017,C006616,T027283,I00165,S00111,10,bags,16,160
P004,C008996,T07813,I00020,S00103,1,cans,6.75,6.75
P034,C001674,T064861,I00067,S00261,8,bottles,8,64
P027,C004336,T023941,I00177,S00223,10,ct,35,350
P026,C006399,T035787,I00076,S00354,1,cans,6.75,6.75
P029,C007952,T032552,I00129,S00130,8,pk,18,144
P037,C008217,T01449,I00072,S00399,4,bottles,20,80
P038,C008215,T062825,I00205,S00204,3,ct,16,48
P029,C004391,T023658,I00260,S00662,1,ct,15,15
P031,C003269,T099292,I00222,S00194,10,ct,12,120
P019,C007764,T030905,I00016,S00552,7,cans,16.25,113.75
P019,C005540,T087515,I00117,S00276,9,ct,46,414
P032,C001504,T05685,I00028,S00643,10,cans,6.75,67.5
P033,C002142,T056832,I00092,S00109,4,bottles,10,40
P016,C001667,T035833,I00236,S0064,1,tins,12,12
P024,C000347,T042893,I00098,S00606,3,oz,10,30
P015,C008542,T052465,I00076,S00678,8,cans,6.75,54
P020,C008488,T031561,I00156,S00476,7,bags,17,119
P004,C005272,T080962,I00228,S0049,6,pk,14,84
P037,C003250,T080546,I00193,S00564,8,ct,18,144
P034,C006203,T02959,I00172,S0022,6,oz,19,114
P032,C002470,T038498,I00022,S00500,4,cans,16.25,65
P026,C000660,T011531,I00232,S0081,10,ct,12,120
P037,C007079,T082248,I00233,S0055,4,ct,12,48
P016,C005607,T048426,I00058,S00507,8,bottles,22,176
P039,C006556,T062620,I00123,S00692,11,ct,45,495
P015,C005404,T028226,I00245,S0091,3,rolls,26,78
P033,C005978,T035066,I00083,S00443,3,bottles,14,42
P033,C006457,T036837,I00071,S00414,7,bottles,17.5,122.5
P001,C009186,T043679,I00067,S00178,10,bottles,8,80
P029,C004627,T028642,I00149,S00609,2,ct,15,30
P010,C007760,T064545,I00118,S00253,9,ct,42,378
P030,C002340,T010104,I00069,S00637,5,bottles,17.5,87.5
P023,C003728,T056097,I00128,S00558,9,pk,16,144
P017,C002835,T069420,I00162,S00414,9,Bags,16,144
P013,C002303,T069724,I00118,S00717,8,ct,42,336
P035,C000867,T035661,I00198,S00350,7,ct,12,84
P029,C000399,T012930,I00202,S00655,5,ct.,12,60
P028,C001524,T072469,I00174,S00344,3,oz,18,54
P038,C006676,T026700,I00077,S00252,9,cans,6.75,60.75
P037,C004570,T086464,I00233,S00299,5,ct,12,60
P007,C000225,T032127,I00157,S00157,4,bags,17,68
P009,C002379,T046624,I00021,S00710,2,cans,6.75,13.5
P027,C007566,T045953,I00146,S00209,7,ct,21,147
P018,C006218,T04359,I00066,S00654,4,bottles,20,80
P025,C001111,T029338,I00208,S00595,3,ct,14,42
P023,C005917,T022213,I00116,S0022,8,ct,48,384
P036,C001553,T090060,I00081,S00443,2,bottles,29,58
P013,C005873,T098023,I00204,S00551,2,ct,17,34
P024,C006925,T060332,I00237,S00619,7,ct,16,112
P022,C002047,T038888,I00028,S00170,6,cans,6.75,40.5
P018,C008073,T064911,I00079,S0007,5,bottles,17,85
P007,C001362,T063625,I00083,S00183,2,bottles,14,28
P009,C001461,T077242,I00146,S00542,8,ct,21,168
P016,C007025,T047210,I00068,S00598,11,bottles,20,220
P034,C003021,T090593,I00008,S00164,8,cans,16.25,130
P023,C003933,T099387,I00203,S00318,6,ct,18,108
P001,C006637,T065095,I00248,S00260,8,rolls,26,208
P015,C002209,T063427,I00119,S00203,9,ct,53,477
P019,C007349,T065056,I00006,S0099,5,cans,16.25,81.25
P031,C000891,T081046,I00249,S00571,2,pack,16,32
P039,C006243,T086015,I00057,S00437,1,bottles,24,24
P027,C001647,T039147,I00156,S00485,2,bags,17,34
P039,C007671,T038593,I00048,S00165,9,cans,8,72
P034,C000560,T026828,I00146,S00385,5,ct,21,105
P014,C003896,T054247,I00092,S00682,5,bottles,10,50
P033,C000137,T083513,I00218,S00407,10,ct,6,60
P023,C002425,T05980,I00085,S00597,5,bottles,18,90
P005,C005751,T053521,I00091,S00605,4,bottles,7.5,30
P018,C008834,T056050,I00059,S00586,4,bottles,22,88
P033,C006619,T052406,I00230,S00436,8,pk,15,120
P008,C004577,T084772,I00189,S00462,7,ct.,13,91
P026,C002004,T061907,I00122,S00392,1,ct,15,15
P038,C004299,T077112,I00185,S00255,1,ct,14,14
P037,C003168,T063767,I00049,S0050,6,cans,8,48
P033,C000565,T090291,I00138,S00389,5,ct,32,160
P024,C007767,T024659,I00262,S00351,3,ct,14,42
P013,C002592,T035819,I00264,S0073,5,Ct,15,75
P027,C002907,T031000,I00191,S00354,3,bars,24,72
P017,C003131,T045917,I00037,S00160,8,cans,16,128
P007,C004407,T048831,I00250,S00704,2,pack,19.5,39
P015,C006954,T026716,I00155,S00482,5,bags,17,85
P007,C001605,T04788,I00093,S00143,7,bottles,13,91
P009,C002058,T07303,I00088,S0090,8,bottles,17,136
P018,C004921,T056204,I00066,S00310,6,bottles,20,120
P030,C004769,T093642,I00032,S0046,9,cans,16,144
P008,C006582,T070894,I00012,S00366,2,cans,16.25,32.5
P022,C005372,T098693,I00252,S00201,1,ct,11,11
P027,C006245,T030491,I00181,S00300,9,ct,26,234
P015,C002920,T084748,I00031,S00670,2,cans,16,32
P009,C004704,T085537,I00074,S00690,4,bottles,20,80
P015,C002114,T030894,I00163,S00319,8,bags,15,120
P014,C008776,T067110,I00217,S00215,3,oz,20.5,61.5
P007,C001345,T031597,I00192,S00154,7,ct,24,168
P013,C001209,T05902,I00058,S0046,1,bottles,22,22
P031,C007797,T022976,I00109,S00371,3,oz,17,51
P027,C003696,T019025,I00256,S00646,2,pack,20,40
P009,C000235,T094397,I00109,S00392,3,oz,17,51
P018,C001853,T012036,I00019,S00482,6,cans,6.75,40.5
P010,C006998,T062698,I00139,S00619,3,ct,24,72
P029,C008825,T036460,I00151,S0066,4,bags,17,68
P006,C002350,T091191,I00022,S00525,7,cans,16.25,113.75
P004,C006829,T08446,I00164,S00541,2,ct,16,32
P033,C004510,T047329,I00216,S0026,6,ct,16.5,99
P016,C007566,T020727,I00224,S00491,1,oz,11,11
P003,C000220,T052185,I00056,S00185,11,bottles,24,264
P023,C002588,T091556,I00242,S00652,2,pk,12,24
P021,C005882,T026259,I00071,S00521,4,bottles,17.5,70
P031,C007449,T058784,I00120,S00623,11,ct,9,99
P019,C003714,T033518,I00137,S00634,11,ct,24,264
P038,C003967,T036057,I00193,S00389,3,ct,18,54
P006,C005462,T060917,I00090,S0080,7,bottles,9,63
P023,C008500,T051525,I00050,S0028,9,cans,8,72
P003,C008618,T019310,I00089,S00585,4,bottles,9,36
P039,C003912,T077850,I00257,S00543,9,ct,21,189
P015,C007577,T010688,I00044,S00156,11,cans,8,88
P029,C004435,T095150,I00171,S00623,10,ct,16,160
P003,C000227,T031730,I00232,S00423,3,ct,12,36
P005,C006423,T031418,I00243,S00652,10,oz,16,160
P025,C008771,T043408,I00067,S0012,4,bottles,8,32
P001,C005598,T061499,I00001,S00338,1,cans,11.5,11.5
P006,C002336,T074148,I00125,S0070,3,ct,15,45
P027,C008808,T036691,I00061,S00634,6,cans,55,330
P012,C000052,T066916,I00252,S00683,4,ct,11,44
P031,C006912,T042042,I00074,S00444,1,bottles,20,20
P002,C005398,T098591,I00149,S00274,3,ct,15,45
P008,C005935,T080941,I00051,S00279,8,cans,23,184
P023,C003521,T077986,I00156,S00502,3,bags,17,51
P007,C007547,T038276,I00018,S00403,5,cans,6.75,33.75
P024,C009183,T056479,I00093,S00590,2,bottles,13,26
P025,C005346,T072928,I00040,S00574,8,bottles,22,176
P032,C008449,T033750,I00030,S00328,2,cans,16,32
P001,C000363,T095703,I00081,S00248,11,bottles,29,319
P005,C008613,T022063,I00056,S00416,2,bottles,24,48
P025,C002081,T066486,I00012,S00264,9,cans,16.25,146.25
P016,C001103,T082360,I00168,S00617,2,ct,18,36
P001,C000921,T016670,I00136,S00533,1,ct,19.5,19.5
P007,C002764,T080589,I00177,S00674,1,ct,35,35
P023,C005833,T023553,I00256,S00343,8,pack,20,160
P017,C004942,T026165,I00042,S00241,10,bottles,28,280
P009,C007395,T095862,I00061,S00370,10,cans,55,550
P023,C001443,T014481,I00036,S00538,1,cans,16,16
P037,C004151,T066739,I00200,S00332,2,bars,20,40
P024,C008642,T057278,I00253,S00673,6,bags,21,126
P024,C002408,T040634,I00136,S00198,6,ct,19.5,117
P028,C002142,T060951,I00218,S00335,5,ct,6,30
P019,C004317,T076964,I00216,S00321,10,ct,16.5,165
P013,C005957,T066438,I00041,S00240,9,bottles,23,207
P029,C008067,T028610,I00221,S00436,8,ct,14,112
P030,C008190,T030903,I00132,S00252,5,ct,14,70
P020,C007736,T047575,I00181,S0004,10,ct,26,260
P013,C006970,T018959,I00205,S00625,1,ct,16,16
P037,C008216,T088144,I00060,S00464,6,bottles,22,132
P024,C005490,T026170,I00134,S0045,4,ct,16,64
P010,C005429,T038949,I00233,S00244,7,ct,12,84
P007,C005566,T019941,I00247,S00368,9,oz,15,135
P039,C007334,T063153,I00264,S00404,10,Ct,15,150
P022,C004930,T091623,I00232,S00168,6,ct,12,72
P032,C003356,T025140,I00210,S0011,2,ct,15,30
P019,C002252,T044016,I00193,S00131,1,ct,18,18
P014,C005536,T064428,I00087,S00524,10,bottles,15,150
P033,C006500,T086091,I00134,S00633,2,ct,16,32
P023,C002190,T052729,I00126,S00417,10,ct,25,250
P014,C005334,T040129,I00204,S00124,8,ct,17,136
P023,C006176,T052501,I00113,S00330,11,ct,42,462
P019,C002484,T067271,I00140,S00485,9,ct,29,261
P014,C002154,T057440,I00150,S00453,2,bags,16,32
P006,C001280,T081618,I00062,S00492,11,cans,37,407
P003,C005177,T050547,I00072,S00542,1,bottles,20,20
P020,C005769,T039034,I00080,S00239,8,bottles,22,176
P032,C001052,T05211,I00122,S00374,4,ct,15,60
P038,C007869,T096427,I00001,S00459,10,cans,11.5,115
P006,C005563,T039303,I00216,S00581,6,ct,16.5,99
P011,C007200,T095532,I00118,S00100,3,ct,42,126
P032,C006874,T016616,I00161,S00160,9,Bags,17,153
P003,C005338,T027984,I00043,S00338,8,bottles,24,192
P016,C007847,T042564,I00183,S00424,5,ct,35,175
P038,C007525,T079069,I00159,S00600,9,bags,17,153
P035,C008581,T063078,I00104,S00318,11,ct,14,154
P034,C000242,T096111,I00100,S00550,3,oz.,10,30
P007,C008936,T052786,I00073,S00578,3,bottles,20,60
P016,C000380,T052894,I00085,S00532,7,bottles,18,126
P006,C005042,T00016,I00070,S00422,10,bottles,17.5,175
P018,C004915,T049643,I00054,S00152,5,cans,40,200
P020,C002765,T019156,I00053,S00418,4,cans,40,160
P019,C002539,T097750,I00254,S00677,10,oz,13,130
P033,C002606,T076554,I00012,S00283,3,cans,16.25,48.75
P021,C001112,T067796,I00148,S00352,10,ct,15,150
P027,C002551,T076760,I00107,S00672,3,oz,20,60
P016,C006563,T099233,I00051,S00515,3,cans,23,69
P007,C006190,T046700,I00172,S00661,6,oz,19,114
P037,C008821,T058032,I00093,S00435,6,bottles,13,78
P033,C007842,T057123,I00143,S00513,5,ct,16,80
P001,C005604,T053264,I00113,S00337,9,ct,42,378
P018,C007909,T083050,I00069,S00129,3,bottles,17.5,52.5
P031,C004678,T00239,I00107,S00615,2,oz,20,40
P001,C006607,T090507,I00175,S00344,8,oz,19,152
P027,C000140,T099176,I00201,S0051,2,bars,23,46
P023,C000753,T043905,I00238,S00101,5,ct,12,60
P023,C001268,T080718,I00172,S00264,4,oz,19,76
P005,C005120,T050961,I00261,S00279,5,ct,33,165
P017,C007672,T029821,I00094,S00594,5,bottles,11,55
P022,C005243,T048872,I00237,S00211,3,ct,16,48
P007,C002910,T073900,I00045,S00103,11,cans,8,88
P032,C008735,T013956,I00225,S00450,3,ct,17,51
P022,C001078,T070380,I00185,S00456,3,ct,14,42
P025,C006607,T013267,I00043,S00711,6,bottles,24,144
P029,C006481,T018905,I00211,S0054,10,ct.,15,150
P021,C006264,T024459,I00195,S00726,7,ct,12.5,87.5
P006,C003898,T032555,I00127,S00130,6,pk,12.5,75
P037,C009150,T058717,I00250,S00553,9,pack,19.5,175.5
P022,C005195,T063068,I00173,S00680,7,ct,19,133
P015,C006501,T026397,I00082,S00454,11,ct,15,165
P020,C000904,T055032,I00256,S00328,10,pack,20,200
P037,C000134,T011969,I00045,S00172,5,cans,8,40
P039,C003689,T090945,I00059,S00262,1,bottles,22,22
P024,C004250,T051737,I00087,S00373,7,bottles,15,105
P037,C007727,T034040,I00099,S00555,5,oz,6,30
P025,C006845,T099997,I00183,S00380,6,ct,35,210
P014,C001039,T029867,I00093,S00151,1,bottles,13,13
P015,C007052,T054388,I00113,S00186,1,ct,42,42
P024,C000133,T093005,I00016,S00525,2,cans,16.25,32.5
P025,C002095,T083158,I00148,S00509,8,ct,15,120
P019,C003067,T082551,I00009,S00667,8,cans,16.25,130
P025,C000799,T071073,I00043,S00207,2,bottles,24,48
P011,C004450,T054806,I00211,S00512,6,ct.,15,90
P022,C005885,T02688,I00197,S00209,8,bars,15,120
P039,C005382,T059550,I00162,S0084,11,Bags,16,176
P023,C008376,T039144,I00018,S00243,8,cans,6.75,54
P020,C005009,T090996,I00117,S0097,1,ct,46,46
P037,C007562,T025304,I00217,S00578,3,oz,20.5,61.5
P016,C005058,T037090,I00135,S0013,9,ct.,14,126
P007,C008831,T077962,I00185,S00176,4,ct,14,56
P005,C002574,T091664,I00151,S0087,2,bags,17,34
P038,C001571,T01385,I00209,S00321,9,ct,13,117
P022,C005076,T046475,I00234,S00343,7,ct,13,91
P024,C004191,T070443,I00190,S00486,1,ct,16,16
P006,C000862,T028098,I00006,S00255,4,cans,16.25,65
P006,C004574,T047412,I00190,S00431,1,ct,16,16
P032,C009060,T031522,I00163,S00211,6,bags,15,90
P028,C005036,T01609,I00118,S00442,11,ct,42,462
P021,C009007,T054293,I00213,S00456,6,ct,12,72
P039,C007859,T021674,I00198,S00108,5,ct,12,60
P034,C005543,T014152,I00263,S00639,7,Ct,14,98
P033,C003024,T081478,I00259,S00226,10,pack,26,260
P033,C000802,T065000,I00169,S00683,11,ct,17,187
P031,C005295,T043391,I00101,S0053,4,tubs,15,60
P002,C006688,T043791,I00127,S00273,5,pk,12.5,62.5
P028,C006586,T097426,I00162,S00215,1,Bags,16,16
P031,C003850,T041095,I00177,S00107,6,ct,35,210
P016,C008764,T023951,I00017,S00197,1,cans,6.75,6.75
P033,C008244,T00292,I00233,S00287,10,ct,12,120
P015,C005817,T061261,I00217,S00296,5,oz,20.5,102.5
P036,C005293,T094564,I00058,S00300,2,bottles,22,44
P017,C001319,T056739,I00005,S00112,9,cans,6.75,60.75
P008,C007878,T098717,I00095,S00486,1,botlltes,16,16
P035,C007430,T077999,I00168,S00595,6,ct,18,108
P035,C000187,T088773,I00095,S00720,7,botlltes,16,112
P010,C008129,T043919,I00020,S00129,5,cans,6.75,33.75
P038,C001337,T065710,I00095,S00224,4,botlltes,16,64
P031,C008123,T062683,I00253,S00459,9,bags,21,189
P031,C003152,T069088,I00136,S00354,9,ct,19.5,175.5
P005,C005703,T022169,I00007,S0093,6,cans,6.75,40.5
P012,C008976,T032299,I00076,S00492,7,cans,6.75,47.25
P015,C008748,T021061,I00036,S00541,11,cans,16,176
P026,C007728,T092130,I00118,S00582,6,ct,42,252
P017,C005707,T082884,I00005,S00439,7,cans,6.75,47.25
P038,C007474,T053778,I00106,S00192,8,oz,17,136
P002,C006942,T094833,I00184,S00433,3,ct,12,36
P008,C009110,T049901,I00067,S00304,8,bottles,8,64
P026,C001315,T053569,I00195,S00550,8,ct,12.5,100
P002,C003498,T068729,I00026,S0087,9,cans,6.75,60.75
P012,C003533,T026665,I00101,S00710,11,tubs,15,165
P009,C007547,T032967,I00172,S00640,4,oz,19,76
P032,C008147,T085717,I00037,S00370,3,cans,16,48
P017,C006984,T028789,I00055,S00135,11,cans,40,440
P003,C005963,T048974,I00152,S00497,4,bags,15,60
P019,C004903,T023670,I00090,S0076,11,bottles,9,99
P012,C008899,T02901,I00240,S00150,3,ct,14,42
P004,C005295,T084724,I00037,S00334,7,cans,16,112
P023,C008324,T063944,I00011,S00118,2,cans,6.75,13.5
P018,C003199,T031600,I00043,S00432,5,bottles,24,120
P018,C006799,T053153,I00116,S00331,11,ct,48,528
P034,C000297,T093240,I00242,S00496,9,pk,12,108
P005,C005775,T017836,I00245,S00666,5,rolls,26,130
P005,C001708,T020593,I00135,S0039,5,ct.,14,70
P035,C005908,T027962,I00156,S00479,9,bags,17,153
P014,C006826,T030694,I00143,S00404,10,ct,16,160
P033,C000491,T075238,I00257,S00415,4,ct,21,84
P016,C001824,T095534,I00256,S00361,2,pack,20,40
P014,C001722,T079653,I00053,S00664,1,cans,40,40
P017,C003687,T08126,I00209,S00507,11,ct,13,143
P023,C001307,T083233,I00237,S00365,11,ct,16,176
P018,C005950,T095336,I00246,S00625,2,ct,20,40
P007,C007359,T044661,I00223,S00272,3,ct,13.5,40.5
P008,C001381,T055406,I00246,S0045,4,ct,20,80
P033,C008564,T08282,I00017,S0008,1,cans,6.75,6.75
P025,C006513,T06783,I00120,S00587,3,ct,9,27
P008,C009072,T091081,I00087,S00533,3,bottles,15,45
P016,C005853,T096126,I00099,S00309,7,oz,6,42
P020,C008514,T062055,I00183,S00608,2,ct,35,70
P031,C004085,T073571,I00192,S0043,2,ct,24,48
P012,C007869,T099200,I00155,S0096,9,bags,17,153
P001,C004066,T088291,I00131,S00194,2,ct,14,28
P034,C003804,T07801,I00246,S00466,10,ct,20,200
P025,C007290,T035332,I00206,S00458,1,ct,15,15
P027,C003006,T095715,I00221,S0016,10,ct,14,140
P022,C004054,T046905,I00083,S00590,1,bottles,14,14
P016,C008343,T03936,I00144,S00285,9,ct,20,180
P024,C002401,T096134,I00229,S00605,10,ct,13,130
P031,C005399,T013553,I00168,S00398,7,ct,18,126
P006,C004511,T041307,I00162,S00588,5,Bags,16,80
P016,C001244,T01010,I00068,S00537,4,bottles,20,80
P023,C005298,T062473,I00086,S00428,7,cans,18,126
P026,C000513,T073190,I00259,S00676,7,pack,26,182
P016,C003827,T033433,I00122,S0029,8,ct,15,120
P012,C002050,T094558,I00063,S00469,9,cans,40,360
P018,C000190,T096542,I00009,S0035,3,cans,16.25,48.75
P027,C007176,T034972,I00253,S0063,11,bags,21,231
P038,C005768,T08068,I00023,S00648,11,cans,6.75,74.25
P013,C009104,T070507,I00221,S0018,11,ct,14,154
P019,C007927,T080699,I00048,S0086,1,cans,8,8
P007,C006051,T092405,I00111,S00403,11,ct,16,176
P024,C002579,T087553,I00013,S00690,10,cans,6.75,67.5
P037,C006023,T080350,I00046,S00467,9,cans,8,72
P026,C001150,T081020,I00044,S0068,4,cans,8,32
P032,C000219,T055493,I00061,S00560,1,cans,55,55
P014,C005337,T02368,I00116,S00420,5,ct,48,240
P035,C000175,T094747,I00155,S00475,5,bags,17,85
P037,C002169,T060268,I00201,S00441,11,bars,23,253
P016,C005914,T017758,I00154,S00583,10,Bags,15,150
P024,C003099,T099738,I00021,S00632,2,cans,6.75,13.5
P018,C004806,T051951,I00259,S00318,9,pack,26,234
P023,C002098,T048554,I00248,S00459,6,rolls,26,156
P031,C008082,T074947,I00232,S00659,8,ct,12,96
P012,C008834,T090812,I00079,S00519,10,bottles,17,170
P017,C003157,T053462,I00181,S00688,5,ct,26,130
P027,C000886,T065163,I00223,S00664,3,ct,13.5,40.5
P010,C008559,T074398,I00128,S00534,5,pk,16,80
P018,C005009,T04942,I00234,S00288,2,ct,13,26
P003,C004221,T025306,I00083,S00201,1,bottles,14,14
P025,C001775,T024875,I00248,S00448,11,rolls,26,286
P013,C003180,T063119,I00165,S00704,5,bags,16,80
P007,C007642,T013327,I00026,S00424,2,cans,6.75,13.5
P005,C008039,T089620,I00054,S00507,10,cans,40,400
P002,C002548,T05559,I00107,S00472,6,oz,20,120
P028,C003653,T061583,I00021,S0087,8,cans,6.75,54
P031,C004103,T00296,I00003,S00647,1,cans,6.75,6.75
P007,C001157,T014875,I00252,S00206,3,ct,11,33
P012,C006043,T091827,I00107,S00355,11,oz,20,220
P025,C008734,T066947,I00082,S0045,6,ct,15,90
P020,C006949,T057215,I00148,S00382,4,ct,15,60
P020,C007511,T049283,I00089,S00714,5,bottles,9,45
P024,C002529,T079158,I00049,S00398,2,cans,8,16
P036,C001642,T064266,I00076,S00466,6,cans,6.75,40.5
P033,C000701,T029027,I00212,S00327,2,ct,12,24
P017,C001074,T022078,I00071,S00521,3,bottles,17.5,52.5
P015,C001867,T090461,I00154,S0003,6,Bags,15,90
P022,C002145,T076053,I00251,S00473,1,oz,13,13
P003,C002626,T035843,I00214,S00356,5,oz,19.5,97.5
P031,C003551,T099382,I00004,S00136,1,cans,6.75,6.75
P003,C003198,T045069,I00162,S0002,6,Bags,16,96
P024,C001157,T031197,I00153,S00604,8,bags,15,120
P028,C002234,T037249,I00241,S00377,11,ct,12,132
P001,C008236,T08482,I00060,S00370,2,bottles,22,44
P003,C005603,T070609,I00067,S00308,2,bottles,8,16
P023,C000427,T04685,I00053,S00612,1,cans,40,40
P030,C000764,T035634,I00183,S00712,7,ct,35,245
P003,C000297,T01993,I00088,S00494,9,bottles,17,153
P035,C006393,T063156,I00122,S00309,8,ct,15,120
P008,C004265,T069371,I00260,S00253,9,ct,15,135
P003,C008080,T057688,I00114,S0054,6,ct,44,264
P021,C000089,T093834,I00072,S00693,3,bottles,20,60
P023,C007089,T032567,I00132,S00110,8,ct,14,112
P008,C008720,T014650,I00200,S00232,11,bars,20,220
P001,C005003,T096587,I00188,S00157,1,ct,14,14
P004,C002471,T023922,I00066,S00591,6,bottles,20,120
P007,C008647,T054309,I00087,S00110,5,bottles,15,75
P024,C008877,T064339,I00132,S00172,10,ct,14,140
P002,C007136,T095920,I00118,S0083,11,ct,42,462
P017,C004278,T076569,I00024,S00332,5,cans,16.25,81.25
